section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs
1046,2011年11月9日7时许张庆达驾驶甘F·A6081江铃牌轻型普通货车以每小时110公里的时速沿国道312线由北向南行至2891公里处时被害人周某突然出现没能及时采取措施的张庆达撞了上去周某弹起后重重地摔在车的挡风玻璃上进而跌落地面挡风玻璃瞬间被砸破了车辆停止后张庆达立即下车查看周某的伤势此时的周某不停喊着救命看着伤势严重的周某张庆达惧怕让自己承担责任怀着撞伤不如撞死的扭曲心理返回车上点火启动掉头他驾驶车辆对被害人周某进行二次碾压在深刻地感觉到车身有明显起伏后张庆达估计人已经死了,242,20,"[13, 22, 12, 21, 9, 16, 17, 6, 10, 5, 14, 11, 9, 12, 13, 4, 6, 17, 15, 10]",[14],[[14]],"[[14, 14]]"
1047,2013年10月11日早上青龙村村民们发现被大家视若珍宝的千年古树一夜之间不翼而飞只留下山路边一个巨大的树坑及满目残枝有村民扯着嗓子喊紫薇树被偷了大家快来呀村民闻讯赶来大家发现千年紫薇被人连夜盗走这一消息迅速在这个偏僻的沿山村落传开了大家都对古树被盗感到惋惜心疼不已的村民立即向绵竹市林业公安局和绵竹市公安局汉旺分局报了案,161,10,"[13, 28, 18, 14, 5, 6, 14, 19, 12, 32]",[9],[[9]],"[[9, 9]]"
1048,被砸的夜宵店位于长沙县星沙镇的泉塘街道回忆起今天凌晨的那场血案店主涂红霞心有余悸凌晨1点半正是夜宵店生意火爆的时候两对情侣走了进来他们点了些菜叫了4瓶啤酒你知道还有一个什么菜没上吗买单时四人中的黑衣男子质问涂红霞对着菜单查看了一番涂红霞发现的确还有一盘凉菜没有上她赶忙向黑衣男道歉并从菜单上划去了一盘凉菜的钱,154,15,"[19, 12, 9, 5, 12, 8, 6, 6, 13, 3, 13, 9, 16, 9, 14]",[3],[[2]],"[[3, 2]]"
1049,店内的监控显示这一切发生在凌晨1点50分被砍断手指的服务员姓罗今年50岁在夜宵店才做了3个月事发后已送往星沙八医院抢救罗阿姨当时正在一旁收拾餐桌根本没有招惹到光头男对于自己员工无故被砍伤涂红霞满心愧疚记者从长沙县警方了解到警方已拷贝了夜宵店内的监控正对两名涉事男子进行追查,136,13,"[7, 13, 11, 5, 10, 13, 13, 10, 11, 7, 11, 13, 12]",[10],[[9]],"[[10, 9]]"
1050,2013年12月26日陈锋的朋友小林夫妇想帮忙调解小梅夫妇的关系就约了小梅一起吃饭还叫上了小林夫妇的朋友王强等饭后他们就一起到厦门摩尔莲花附近的一家KTV唱歌包厢号是219唱歌时小林夫妇打电话给陈锋让他来接小梅回家陈锋带着儿子和侄子一起来KTV接小梅小梅见儿子来了很高兴就把儿子带到走廊上玩这时喝得醉醺醺的王强过来了用气球逗小梅的儿子玩因为怕生儿子就跑开了小梅想回包厢结果不小心走错了进了没有客人的215包厢,204,21,"[11, 9, 12, 9, 14, 2, 22, 7, 3, 10, 8, 18, 10, 10, 13, 10, 4, 6, 6, 8, 12]",[13],[[13]],"[[13, 13]]"
1051,新北市三重区重新路4段142巷内民宅23日下午5时20分发生枪击警方调查发现是53岁王姓男子因缺钱花用屡次向62岁哥哥要钱不成23日竟亮出改造手枪想逼哥哥给钱又被断然拒绝双方扭打之际王姓男子恼羞成怒朝天花板连开2枪流弹伤及哥哥右侧眼角所幸没有生命危险弟弟随后被哥哥夺枪制伏,136,10,"[18, 14, 19, 12, 22, 6, 16, 10, 8, 11]",[7],[[5]],"[[7, 5]]"
1052,救援人员找来渔船开着强光照明灯用竹竿渔网搜救民警在摩托车上找到了一件羽绒服和一部手机随后跳河女子的身份被确认系五通桥区杨柳镇龙门坝村3组44岁的村民余立凤抱着的孩子是她7岁的小儿子小欧救援一直持续到昨日凌晨2时许但因光线太差水域太宽仍没有找到余立凤和她的儿子昨天上午10时30分许在涌斯江大桥下游约1公里处发现了余立凤和小欧的踪影当民警拉开余立凤的遗体后发现一根红色的毛线围巾一头拴着余立凤的右手腕一头拴着小欧的左手腕看到母子俩的遗体丈夫欧某和大儿子欧小某抱头痛哭泣不成声,236,21,"[8, 7, 7, 20, 2, 10, 23, 15, 14, 10, 13, 11, 13, 12, 14, 9, 11, 10, 8, 15, 4]",[20],[[19]],"[[20, 19]]"
1053,春节前在外省打工的欧小某回家但攒的几千元春节前就用完了余立凤让丈夫拿钱给儿子但丈夫认为该给孩子点教训就迟迟没有给直到要过年时欧某才给了大儿子500元不久前欧某和朋友打牌时输了几百元余立凤知道后很不高兴双方又吵了架把以前的琐事也拿出来说该村干部说由于性格内向他们有事也不找外人这么多年从没找村上调解可能是由于很少疏导所以这次一时想不开,166,20,"[3, 11, 6, 7, 11, 12, 6, 6, 12, 3, 13, 10, 6, 11, 5, 6, 9, 11, 9, 9]",[12],[[11]],"[[12, 11]]"
1054,2006年他就曾因强奸被警方抓获由于当时他还不是成年人法院只判了他缓刑一年这之后李某高中毕业在外混了几年不久前在一家汽车销售公司找了一份每月只有1000多元的修理学徒工的工作由于自己不愿意伸手向父母要钱经济收入又较低更加重了心中的郁闷情绪抢东西便成了他发泄情绪的出口李某交代抢劫吴小姐那天他正在浦口区滨江大道附近闲逛正好看到吴小姐骑着电动车经过电动车的车篓里放着包于是萌生了抢包的念头,192,16,"[16, 11, 10, 3, 12, 35, 14, 7, 11, 14, 4, 7, 14, 14, 10, 10]",[9],"[[7, 8]]","[[9, 7], [9, 8]]"
1055,在逃跑途中他数了数抢来的现金大约13万左右悔过想给家人好点的生活却不小心走错了路开着抢来的奔驰车廖天勇首先想到的是要赶快跑路廖天勇逃离后不到半小时就有路人发现被铐在电线杆上的张燕得知张燕的遭遇后立即帮忙报警接到报案后广汉警方立即展开侦查通过侦查手段很快锁定了犯罪嫌疑人廖天勇两天后警方接到线索廖天勇将回家奔丧民警于是在其家附近设伏当廖天勇打着电话出现在视线中时设伏民警将其一举擒获对于自己的罪行廖天勇十分后悔他说自己是想尽力给家人好一点的生活却不小心走错了路,229,23,"[5, 9, 7, 11, 16, 14, 11, 16, 8, 6, 5, 10, 6, 13, 3, 14, 11, 15, 10, 7, 7, 17, 8]",[21],[[20]],"[[21, 20]]"
1056,几年前李某认识了做建筑生意的刘某两人同居在一起李某没有工作平时全靠刘某给的生活费维持生计刘某在家很霸道常常因为小事打骂李某女儿小兰因此惧怕继父刘某不但对母亲施暴连继女也不放过2011年小兰才13岁一天刘某趁李某不在家溜进小兰的卧室强奸了她事后小兰害怕得一直哭泣但想到刘某是整个家的经济支柱平时常常殴打母亲小兰害怕母亲得知此事后再遭毒手于是一直隐瞒着,174,21,"[3, 13, 7, 6, 15, 7, 10, 10, 9, 7, 5, 6, 2, 8, 11, 2, 9, 14, 8, 15, 7]","[8, 17]","[[7], [15]]","[[8, 7], [17, 15]]"
1058,2011年11月11日下午大冶市陈贵镇刘家畈村柯友仕湾的柯家人相当焦急原来他们家今年6岁刚上小学的柯锦成到了放学的时间仍没有回来在寻找无果后柯家人当晚报了警公安机关在调查中发现陈贵镇刘家畈村张家卫湾37岁村民张卫兵行为反常有重大嫌疑11月22日民警在张卫兵家的卧室地面上发现大量疑似血迹并在另一房间发现一个装有汽油的塑料瓶和一个小铁锅锅内有已焚烧的尸骨遗骸经DNA鉴定遇害者正是失踪多日的柯锦成,197,14,"[13, 22, 29, 6, 8, 10, 23, 5, 6, 21, 24, 11, 6, 13]",[2],[[3]],"[[2, 3]]"
1059,昨日张卫兵13岁的儿子小成（化名）也来到了法院由于未成年小成不能进入法庭旁听令人意外的是小成的到来激起了死者家属的愤怒他在庭外被柯家家属痛打了一顿庭审结束时记者在法院侧门见到了不断啜泣的小成他的手臂和脖子上有被打过的红印子此时柯锦成的妈妈突然冲了过来欲再次打小成被小成的伯父挡住,139,14,"[2, 21, 5, 10, 6, 15, 14, 5, 17, 16, 2, 12, 6, 8]",[6],[[6]],"[[6, 6]]"
1060,阿杰告诉法官其将外婆杀死后每个晚上都睡不着觉也曾经想过去自首但又不知如何跟家人说当外婆的尸体被发现警察找上门时他怕母亲伤心难以承受是自己杀了外婆的事实因而并没有如实交代阿杰的辩护律师当庭向法院提交了阿杰亲属大富村委会治保主任与妇女主任写来的两封求情信证明阿杰平时性情温和请求法院对阿杰从轻判决,146,14,"[6, 7, 9, 8, 10, 9, 6, 6, 14, 9, 19, 22, 10, 11]",[8],[[9]],"[[8, 9]]"
1061,7月30日中午2点多湖里警方当场抓获李某及其妻子易某二人都是安溪人当得知李某初中没毕业时民警颇为吃惊他用来诈骗的网站完全出自他一人之手而且是个乐盲原来他一边联系客户一边上网搜索客户问什么他就搜什么到最后他成了半个乐器专家有个安徽的音乐老师要为学校采购5台钢琴经他忽悠付了1.8万元定金,142,17,"[10, 16, 7, 11, 6, 17, 6, 2, 7, 6, 5, 5, 3, 9, 19, 4, 9]",[5],[[4]],"[[5, 4]]"
1062,一男子王某被陈某以其融资为由骗取40万元港币受骗的王某气愤不已但他没有选择报警而是选择以其人之道还治其人之身将陈某骗至深圳限制其人身自由逼其还钱记者13日从罗湖区检察院获悉该院以涉嫌诈骗罪批准逮捕陈某以涉嫌非法拘禁罪批准逮捕王某阿波阿红等人,120,10,"[14, 8, 9, 8, 15, 7, 11, 14, 14, 20]",[3],[[3]],"[[3, 3]]"
1063,凌晨2时许他在工棚里抽烟张师傅突然走过来只穿着内裤连鞋都没穿全身都是血和雨水一起往下流张师说他当时吓了一跳连忙问咋回事张师傅说被两三个人打了张师再没多问就将张师傅送到附近医院张师傅说想要衣服张师又跑回工地拿衣服同时通知工地领导我回到工地直接瘫软在那里都动弹不了了张师说后来卫生院说治不了让送到大医院他将张师傅送上车后就回到了工地工地领导陪张师傅去西安治疗回到工地时他回想之前的一幕心里害怕得不得了伤者被送到医院后又说耳朵没了张师和民警四处帮忙寻找最后在张师傅工棚的床头找到一个耳朵和一个匕首,245,27,"[5, 7, 8, 5, 5, 5, 8, 3, 7, 6, 11, 6, 11, 8, 10, 8, 12, 6, 3, 15, 15, 13, 13, 8, 14, 11, 22]",[24],[[23]],"[[24, 23]]"
1064,女的放风男的开锁今年3月以来一对同居男女在渭南市高新区临渭区盗窃电动车自行车80余辆令人吃惊的是女子已怀有8个月身孕昨日渭南市公安局高新分局崇业路派出所民警介绍6月以来辖区内发生多起电动车自行车被盗案件民警调查初步锁定疑犯为一男一女经过布控蹲守8月1日中午民警在高新区发现嫌疑人进入一住宅小区四处张望警方上前将一男一女两人抓获没想到疑犯王某还怀有8个月的身孕,179,19,"[4, 4, 6, 28, 6, 10, 2, 20, 4, 17, 15, 6, 6, 8, 10, 4, 13, 3, 13]",[5],[[6]],"[[5, 6]]"
1065,同为16岁少年又在一家火锅店打工两人却因摔跤结下仇恨两人欲用火拼的方式解决问题随即双方约战闹市区其中一人落单被抓被拽至公园的侧门遭到拳打脚踢和电棍的电击胜利的一方在丢下6元打车费后扬长离去直至被捕前6名参战的未成年人还不知他们已经酿成大祸面对他们的将是法律的制裁,131,13,"[7, 9, 10, 13, 2, 7, 8, 20, 14, 4, 5, 20, 12]",[3],[[3]],"[[3, 3]]"
1066,因为感情纠纷男子心生恨意他先是借着酒劲在女方楼下大闹半宿随后又用汽油浇身自焚引燃了女方居住的大连沙河口区解放广场如意街的一处住宅楼大火迅速在住宅楼的四五层蔓延开来不少居民被迫疏散家住4楼的两名住户更是因为大门被火封堵情急之下打破窗户用床单结绳下楼逃生一位居民告诉记者火灾发生于昨日凌晨3点左右附近几乎所有居民都被呼救声警笛声所惊醒,165,13,"[6, 6, 16, 10, 27, 16, 8, 19, 8, 9, 8, 13, 19]",[9],[[8]],"[[9, 8]]"
1067,7月24日晚上10时左右国某某酒后来到兰州拉面馆吃饭因受害人戴某某等人来到该面馆后在桌前大声喧哗心生厌恶临时起意决定要教训教训此人于是国某某回到家中换上长袖衣裤准备了口罩棒球帽用于伪装并携带了一把水果刀再次回到兰州拉面馆后从戴某某身后将其搂住用水果刀将戴某某颈部割伤后迅速逃离现场,140,11,"[12, 14, 22, 4, 13, 2, 13, 12, 18, 11, 19]",[4],[[3]],"[[4, 3]]"
1068,鳌峰派出所副所长陈国亮说听到安师傅的遭遇他也觉得非常气愤所里正在全力帮安师傅挽回损失目前鳌峰派出所民警正在周围各社区做工作要求捡到毛巾的居民返还另外通过监控录像锁定部分参与哄抢的车辆信息一一致电车主陈国亮说遗失在路上的物品捡到若不归还即视为不当得利公安机关可追究其违法行为,136,15,"[12, 8, 8, 14, 2, 17, 11, 8, 13, 6, 4, 8, 6, 7, 12]",[3],[[2]],"[[3, 2]]"
1069,案发后陈某立即给在外打工的丈夫张某打电话说自己被一个二十来岁的男子抢劫并强奸张某听后异常恼火准备亲自把这个王八蛋抓住因小黄在离开前曾询问过自己发工资的时间因此陈某猜测对方可能会再度来访3月12日晚陈某在住处附近看到了正在晃荡的小黄陈某的丈夫张某闻讯后立即冲上去将小黄当场拿下并报了案,141,13,"[3, 17, 18, 8, 12, 19, 2, 13, 6, 17, 10, 12, 4]",[4],[[3]],"[[4, 3]]"
1070,据悉该肇事男子就是温州交运集团40路公交车驾驶员余某当晚余某酒后与儿子发生争吵便带弹弓外出射击发泄之所以袭击公交是因为公交目标大原本以为自己只是小小的恶作剧不料却已构成刑事犯罪余某后悔不已事故造成4辆公交车损坏总价值约为4200元案发后余某向温州交运集团作出了赔偿,132,13,"[2, 24, 2, 11, 10, 7, 8, 14, 10, 6, 21, 3, 14]",[10],"[[9, 9]]","[[10, 9], [10, 9]]"
1071,2012年6月11日亳州市中院再次作出判决判处王什彩15年有期徒刑王什彩第3次上诉羁押4年多等来了无罪释放今年4月3日对于王什彩来说是个特殊的日子你被无罪释放了当天下午王什彩正等着开饭民警对他宣读了这个好消息当时王什彩十分激动一分钱都没有怎么回家他问当时还是一位热心民警给了他10块钱让他坐车亳州市看守所离王什彩所在的村庄有40多公里的路程当天下午王什彩一路坐车到了当地的集镇身上已只剩下1块钱了饥饿难耐的他用这块钱买了一个鸡蛋填肚子然后又步行了七八里路到了舅舅家此时已是晚上八九点钟舅舅和家人都已睡觉了舅舅开门一看敲门的是王什彩两个人相拥而泣,272,29,"[10, 11, 12, 8, 18, 14, 7, 4, 8, 12, 2, 7, 6, 4, 2, 2, 15, 4, 24, 4, 14, 10, 19, 15, 10, 10, 6, 7, 7]",[12],[[10]],"[[12, 10]]"
1072,五年前开始建设的这栋风尚国际商品房如今已成为郴州房产界一个老大难项目——开发商收了消费者438套房子的认购金5000多万元后又将房子转卖给他人作为债务抵押数百名认购户目前既没购得房子也未获得本金和赔偿这个楼盘开工时根本就没有审批手续我们认购户完全上当了7月20日认购户邓女士气愤地告诉记者郴州市房产管理局工作人员证实风尚国际楼盘在建设和销售过程中存在违法违规行为目前郴州有关部门已介入调查,194,14,"[17, 45, 15, 6, 8, 9, 16, 10, 5, 13, 14, 23, 2, 11]",[10],[[8]],"[[10, 8]]"
1073,据附近村民介绍张某某今年40岁左右在村口的东风路街道上开了一家网吧和一个酒店虽然两家人住的地方距离有点远但都属于一个大村平时大家也都认识发生这样的悲剧村民们都表示惋惜事发网吧位于二楼网吧通向外面的玻璃门已经破碎收银柜台上也是一片狼藉个别电脑已经被砸坏据知情人介绍当晚张某好像喝了酒记者随后从渭城警方了解到当晚事发后民警和120急救人员立即赶到现场但伤者张某受伤严重已经死亡民警随后将涉案人员张某某父子控制,202,19,"[7, 10, 21, 14, 8, 8, 7, 8, 8, 14, 11, 9, 6, 9, 12, 5, 16, 13, 16]",[8],[[7]],"[[8, 7]]"
