section,discourse,word_count,doc_len,clause_len,emotion_pos,cause_pos,true_pairs,conn
1020,7月17日近20名环保志愿者早早地来到了湖南省岳阳县人民法院当天站在被告席上的是另一名志愿者——岳阳市江豚保护协会会员李劲松此前李劲松等人在春节期间也坚持彻夜在江豚保护水域巡逻对江豚悉心照料被媒体赞为江豚奶爸在一些环保志愿者眼中李劲松确实为保护江豚作出了贡献为他因涉嫌敲诈渔民而坐上被告席颇为惋惜我们不希望公益走上这条路敲诈湖南环保志愿者网友晚稻空间在庭审结束后对本报记者说该案对公益事业冲击比较大,199,14,"[5, 25, 2, 30, 2, 24, 7, 9, 10, 15, 19, 14, 25, 12]",[11],[[11]],"[[11, 11]]",但而而而而而更更而但因但但但
1021,2013年7月4日中午2点30岁出头的李某来到岳麓区冷柜厂宿舍大门口一家快餐店吃中饭吃到一半发现菜里竟然有头发李某暴跳如雷餐馆老板跑过来不停赔笑道歉还答应免收钱李某却始终不满意还狮子大开口要求店家付2万元作为补偿不给我就喊人来砸店餐馆老板是外地人面对李某的无理取闹十分害怕经过一番讨价还价被迫给了李某4500元岂料10天后将钱挥霍完的李某再次来到该店要求店家再支付赔偿店家偷偷地报了警李某被抓获,197,20,"[13, 29, 13, 6, 13, 6, 8, 6, 12, 9, 8, 13, 8, 11, 2, 4, 14, 9, 8, 5]",[12],[[12]],"[[12, 12]]",而而但当当但但但但若但而但但但但当但但因
1022,候车室的一次偶遇男子王某认识了女子谢某两人深陷热恋并同居在为女友花去积蓄近7万余元双方谈婚论嫁之机谢某却销声匿迹王某千里寻爱却发现谢某已经有了老公和孩子心灰意冷的王某到达湘潭后直接跳下站台欲卧轨自杀经铁路民警的耐心劝解王某才于11日凌晨踏上回家之路,124,11,"[8, 11, 9, 13, 8, 7, 20, 12, 11, 10, 15]",[8],[[7]],"[[8, 7]]",与但但但与而但当却但而
1023,7月5日谢某以家中有急事为由回到老家湘潭然而完全没有想到的是自以为妻子只是回娘家探亲几天的王某马上发现了异样谢某一去就不曾主动打电话自己打电话过去也表示不耐烦动不动就挂断电话感觉不对劲的王某以为自己哪里得罪了妻子惹其不高兴遂丢下张家界的生意于7月10日坐火车来湘潭准备当面见见妻子说好话将其哄回去不料在火车上当王某打电话兴冲冲地告诉谢某自己来湘潭要其告诉家庭住址时谢某却吐露实情自己结婚了有老公还有两个孩子此次自己回湘潭就是下定决心不跟他好了随后挂断了电话,228,26,"[4, 10, 6, 2, 8, 17, 7, 12, 13, 8, 19, 5, 9, 12, 8, 8, 2, 4, 14, 5, 9, 12, 9, 7, 11, 7]",[12],[[11]],"[[12, 11]]",如但但当但而但但而总而但便由就就但就但就但但但但但但
1024,又气又急的王某再打过去时对方的手机便关了机再也打不通了王某人财两空伤心欲绝当火车到达湘潭站时一时冲动想不开即想以卧轨自杀来了断这段感情纠葛经过民警1个多小时的耐心劝导想到家中还有老人和小孩王某的情绪才逐渐稳定下来随后民警帮其买了一张K9068次车票送其踏上了回张家界的列车,136,14,"[12, 9, 6, 6, 4, 9, 7, 16, 14, 11, 12, 2, 16, 12]",[5],[[4]],"[[5, 4]]",当但却与更但因当但但但但但却
1025,收费站工作人员介绍车辆已排到了20公里外几乎到了河北边界一位排队等候的大货车司机告诉记者他从内蒙古来京从前一天下午两点就开始排队过收费站仍没有通过虽然知道国道会有些堵但没想到过个收费站要等24小时司机师傅说这两天又热又晒简直要命了在走访过程中大部分的司机都表示自己的等候时间已超过12小时眼看自己堵在路上不动地儿他们很焦虑前面也没有动静不知道发生了什么情况,178,19,"[9, 11, 8, 16, 7, 17, 5, 10, 15, 5, 7, 5, 6, 9, 14, 12, 5, 7, 10]",[17],[[16]],"[[17, 16]]",总但就而当而但但但但但但但但而就但但但
1026,昨天一年多没见到女孩的家人从老家赶来只见到女孩冰冷的尸体母亲无意中看到女儿一段暧昧的聊天记录据杨龙登交代当天上午他与小琳因为一点琐事发生争吵他气不过对小琳大打出手晚上他发现小琳伤势比较严重于是拨打了120可惜的是小琳因为伤势太重不治身亡,118,14,"[2, 16, 10, 24, 4, 14, 4, 7, 2, 11, 8, 4, 8, 4]",[7],[[6]],"[[7, 6]]",但但却因但因但却但但但但因但
1027,庭审中面对被指控的盗窃罪和抢劫罪两项罪名以及谋害和抛尸的犯罪事实周强供认不讳我知道自己犯了很大的错误很愧疚对不起被害人和她的家属希望能给我一次重新做人的机会他说经过2个小时的庭审审判长宣布因案情重大复杂将择期再进行宣判,109,12,"[3, 17, 12, 6, 12, 3, 11, 14, 2, 9, 12, 8]",[6],[[5]],"[[6, 5]]",但而但但但但但但但但总但
1028,7月6日凌晨几个不明身份的人强行撬开门后将他和妻子用胶带绑住手脚塞进汽车后备箱拉到四皓镇一个叫白沟的地方扔在路边后扬长而去说起当时的情形冯书民仍心有余悸因为手脚都被捆绑着嘴也被用胶带封住了他们也没办法呼救那些人把他们扔到路边后还对他们进行了搜身摔坏了他随身携带的一部手机等这些人走后他们才挣脱胶带跑到附近的村民家里求救,159,16,"[6, 14, 12, 7, 13, 9, 7, 8, 9, 9, 8, 11, 9, 13, 6, 18]",[8],[[7]],"[[8, 7]]",但由便却当便但但但但但当但却就但
1029,2013年暑假小梦则因琐事和父母闹矛盾置气离家出走从娄底来到长沙县星沙镇投奔小玥我在她们家吃住了一个多星期后她妈妈开始问我要生活费我没钱她说可以帮我介绍客人赚钱我不愿意她就打骂我还拿起菜刀吓唬我回忆起这段噩梦般的经历小梦表情痛苦2013年7月8日下午小玥的妈妈李群强行带着小梦来到长沙汽车南站附近的一家酒店去接客在随后的10多天内李群带着她和小玥前后8次前往宁乡星沙长沙市城区强迫卖淫,192,17,"[7, 18, 15, 14, 11, 3, 12, 4, 5, 8, 11, 6, 11, 31, 9, 8, 19]",[12],[[11]],"[[12, 11]]",与而却而但但但但但但当而由而但而因
1030,6月30日晚上8点左右家住石柱县南宾镇龙坪村的陈先生从县城吃完晚饭回到家中发现自家门扣被撬门虚掩着他进屋一看发现放在床上的衣服和裤子以及床边的一双拖鞋全部不见他平时放钱的抽屉中仅剩的20多元现金也不见了家中被贼光顾气愤的陈先生立即拨打110报警随后他走出家门到住家附近查看小偷是否离开刚出门我就看见五六十米远的小路上一个年轻小伙子提着一个面包和一瓶水陈先生再仔细一看这人穿的衣服裤子和拖鞋全都是他失窃的陈先生当即追上去该小伙子发现后拔腿就跑追了两三百米后陈先生一个猛扑将其摁倒在地,240,22,"[11, 26, 8, 4, 5, 12, 13, 22, 6, 15, 2, 18, 3, 13, 17, 8, 11, 7, 8, 11, 7, 13]",[10],[[9]],"[[10, 9]]",但当却但但但但而因更但但但而由但而但但但但但
1031,1991年出生还未满23岁的张云被抓获时高升任传销组织的总监了他告诉记者他是经人介绍进来的后来他发展了他的父亲和另外30多条下线提及到自己的父亲张云眼里满是泪花他说当时我只知道赚钱没想那么多对传销也不是很清楚所以后来才把父亲拉了进来我浪费了父母辛苦赚来的钱还毁坏了家里的名声我很愧疚想对父亲说一句对不起,151,15,"[16, 15, 5, 9, 19, 8, 8, 10, 5, 9, 12, 12, 9, 4, 10]",[14],"[[12, 13]]","[[14, 12], [14, 13]]",而当但但但当但但但但但但但但就
1032,据目击者介绍当时只见几辆轿车和一辆面包车相遇一辆轿车里的人突然朝面包车开枪枪响后听到面包车里有人在喊糟了中枪了快送医院开枪后轿车没有更多停留迅速离开现场而面包车也很快离开了现场去往绵竹城区方向这些人也太嚣张了嘛就在公路上开枪杀人附近居民听闻发生枪杀案感到十分气愤6月28日凌晨被枪击中的范兵化名经抢救无效死亡,154,17,"[6, 16, 15, 15, 3, 4, 3, 8, 6, 12, 8, 9, 9, 11, 6, 7, 16]",[15],[[14]],"[[15, 14]]",但但当当就就但但便因由但但因但而而
1033,前晚一名男子在福州北环中路环南路口的一家快餐店抽烟时遭到服务员的劝阻竟然冲到柜台后方的厨房里夺走一把切面包的锯齿刀朝那名服务员的头部砍去瞬间服务员头部血流了下来群众报警茶园派出所民警赶到现场将行凶男子控制住伤者随后被送往医院救治经诊断头皮有一道约4厘米长的口子所幸没有大碍这名砍人的黄姓男子交代前晚他和妻子因琐事发生争执心情烦闷喝了许多酒这才冲动伤人,175,19,"[2, 24, 8, 12, 11, 11, 2, 10, 4, 11, 8, 11, 16, 6, 11, 13, 4, 5, 6]",[17],[[16]],"[[17, 16]]",当当却但因就与当因而却而但但但因但但但
1034,事情过去将近一年他都没完全弄明白当时发生了什么根据庭审记录还原的真相是那天晚上郑建强邀请同村的好友侯军尤洪湧来自己的住所吃饭喝酒席间侯军给尤洪湧劝酒被拒绝心生不快开始言语相激同样有些醉意的尤洪湧同他吵了起来尤洪湧一度冲向厨房要拿菜刀却被郑建强拦下年轻气盛的尤洪湧转回家取了一把当做工艺品挂在墙上的东洋刀赶回了郑建强家,158,16,"[8, 15, 12, 4, 15, 10, 2, 11, 4, 6, 16, 13, 7, 11, 17, 7]",[9],[[8]],"[[9, 8]]",但但而但而就与因故便而而但当就就
1035,2013年10月12日他买了瓶敌敌畏藏在张琪家的窗台上准备吓唬一下岳父10月13日张琪的小姨知道张琪被带走后很生气要求陈华先把张琪送回来调养陈华接到电话后就把张琪和孩子一同送回了娘家看到憔悴的张琪小姨很心疼骂了陈华让张琪先上楼陈华顿时绝望跑到窗台边打开农药先喂孩子喝了一口敌敌畏随后自己也喝了一口张琪的小姨赶紧拨打120幸亏抢救及时陈华和孩子最终脱离危险,177,19,"[11, 16, 8, 6, 16, 13, 7, 14, 7, 5, 4, 6, 6, 9, 11, 9, 12, 6, 11]",[10],[[9]],"[[10, 9]]",但但就如而就当但当但就就而就就但而但但
1036,一个月内佛山高明荷城的新亨村附近连续发生了10次纵火事件而令人诧异的是这10次纵火的始作俑者都指向一个人来自高明更合的曾生昨日记者从高明警方获悉嫌疑人曾生于2010年因放火被高明警方抓获后被判有期徒刑二年缓刑一年六个月目前曾生缓刑期未满又涉嫌纵火被刑事拘留案件正在进一步办理中,138,13,"[4, 24, 7, 17, 9, 2, 9, 21, 9, 7, 2, 17, 10]",[3],[[4]],"[[3, 4]]",而而而而而如但因而故而因而
1037,2011年11月的一个星期天杨某照例来到堂兄家当时家中只有5岁的大侄女小玲化名和2岁的小侄女见堂兄和堂嫂都不在家杨某兽性大发引诱小玲跟他玩个好玩的游戏小玲欣然答应其后杨某将小玲带到电脑房将小玲的裤子脱去对其实施强奸不久小玲的母亲从外面回来将杨某的恶行抓个正着小玲母亲大怒对杨某说以后堂兄不在家就不要进这个家门事后她把所见一幕告诉丈夫可丈夫根本不相信,174,18,"[14, 9, 23, 10, 6, 13, 6, 2, 10, 14, 2, 10, 10, 6, 19, 2, 10, 8]",[14],[[13]],"[[14, 13]]",与而而但而就但而而便但当就而就故但但
1038,说起当时为何选择要逃跑小韩直白地说当时他就觉得自己这么跨越隔离带是不对的只希望对方没有太大的事怎么也没有想到对方最后竟然死了昨天在法庭上小韩懊悔地反复表示当时自己不应该边走路边看手机更不应该在撞人后选择逃跑做人应该有担当该自己承担的就应该承担案发后小韩积极承担责任向被害人黄某家属赔偿了50.1万元取得了被害人家属的谅解,160,15,"[11, 6, 19, 11, 15, 6, 9, 14, 12, 7, 11, 3, 8, 17, 11]",[7],"[[8, 9]]","[[7, 8], [7, 9]]",当而但但但但而但而但而而但但但
1039,随后医院开始对我进行抢救当时我身上的血管都塌陷了只好通过脖子上的大动脉进行输液赵女士哭诉着当时我有好几次都休克过去了医生怕我一睡过去就醒不来了手术时也没有用麻醉药赵女士忍着剧痛接受了第二次手术因为大出血造成输卵管破裂我的右侧输卵管被迫切除赵女士伤心欲绝,126,12,"[2, 10, 12, 15, 6, 13, 13, 10, 15, 12, 11, 7]",[12],[[11]],"[[12, 11]]",但但但但但但但但但因但而
1040,1月27日晚7时赵女士突发剧烈性腹痛无法动弹几度昏厥被送到第五人民医院的赵女士做了一系列检查我记得当时B超师刚把仪器放在我的肚子上就大叫一声跑出去找医生了赵女士伤心地说B超显示她宫外孕大出血随后医院开始对我进行抢救当时我身上的血管都塌陷了只好通过脖子上的大动脉进行输液赵女士哭诉着当时我有好几次都休克过去了医生怕我一睡过去就醒不来了手术时也没有用麻醉药赵女士忍着剧痛接受了第二次手术,191,19,"[8, 10, 4, 4, 13, 7, 19, 12, 7, 11, 2, 10, 12, 15, 6, 13, 13, 10, 15]",[9],[[10]],"[[9, 10]]",但而但因而但但但而但但但但但而但但但但
1041,1月27日在父母的陪伴下17岁的少女丽丽来到当地一家医院做了人流手术丽丽脸色苍白双眼失神隐藏着无法言及的痛楚5天前震惊山村的自杀案给这个无助的少女带来了更多的恐惧1月22日下午渭源县会川镇某村一名农妇慌张地从河沟向村里跑去一边跑一边向路边的几个男人喊道吓死我了河沟里有人上吊了你们快去看看,144,14,"[5, 7, 16, 6, 6, 4, 10, 11, 16, 7, 23, 19, 8, 6]",[9],[[8]],"[[9, 8]]",如但而就而而却而更而而就当但
1042,两个90后偷吃禁果生下儿子因没有生活来源女生家人反对这门婚事男生陈华化名情绪激动灌儿子喝农药后也喝下农药自杀这个悲剧发生在建阳市所幸父子被及时抢救虽然得到了女友的原谅但男生仍无法逃脱法律的制裁,96,11,"[9, 4, 7, 10, 10, 7, 7, 10, 9, 10, 13]",[5],[[4]],"[[5, 4]]",与因但但而因但而但但但
1043,10月13日张琪的小姨知道张琪被带走后很生气要求陈华先把张琪送回来调养陈华接到电话后就把张琪和孩子一同送回了娘家看到憔悴的张琪小姨很心疼骂了陈华让张琪先上楼陈华顿时绝望跑到窗台边打开农药先喂孩子喝了一口敌敌畏随后自己也喝了一口张琪的小姨赶紧拨打120幸亏抢救及时陈华和孩子最终脱离危险,142,16,"[6, 16, 13, 7, 14, 7, 5, 4, 6, 6, 9, 11, 9, 12, 6, 11]",[7],[[6]],"[[7, 6]]",如而就当但当但就就而就就但而但但
1044,杭州之江律师事务所的徐伟萍是小周的辩护人她说和小周交流过几次后发现他其实还是蛮老实的小周的堂哥昨天很伤心地坐在旁听席上他说小周很内向还很乖的呀怎么一冲动会做这样的事公诉方还出具了一份省立同德医院的鉴定报告称周某可能有中度抑郁症状因为小周的家庭状况很困难他们村还特地递交了一份求情书上面按满了手印希望法院能够对小周轻判,158,13,"[20, 11, 11, 17, 7, 5, 11, 21, 11, 12, 14, 7, 11]",[4],[[7]],"[[4, 7]]",而但却而但但但而但而而但但
